URL,Article Name,Article Date,Summary,Podcast
https://virtualizationreview.com/articles/2024/03/14/vpn-jumpbox.aspx,Create a VPN Jumpbox in Less than Two Minutes,3/14/2024,"Tom didn't think remotely accessing local computing resources would be as easy as advertised, but it was: It just worked out of the box. By Tom Fenton ...",
https://virtualizationreview.com/articles/2024/02/12/testing-ms-office-apps.aspx,How Well Does MS Office Actually Run on Your System?,2/12/2024,How Well Does MS Office Actually Run on Your System? By Tom Fenton; 02/12/2024. Numerous factors can influence the performance of how well Microsoft Office ...,
https://virtualizationreview.com/articles/2024/01/29/cheap-pc-on-free-os.aspx,Running a Free Thin-Client OS on a Sub-$100 Mini-PC,1/29/2024,"By Tom Fenton; 01/29/2024. In two previous articles I talked about how I purchased the cheapest Windows PC I could find, an ATOPNUC MA90, and assessed its...",
https://virtualizationreview.com/articles/2024/01/23/sub-100-pc.aspx,How Usable Is a Sub-$100 Windows PC?,1/23/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on...",
https://virtualizationreview.com/articles/2023/12/14/workstation-vm-minipc.aspx,Performance of VMware Workstation 17 VMs on a SimplyNUC Mini-PC,12/14/2023,,
https://virtualizationreview.com/articles/2023/10/25/terramaster3.aspx,"TerraMaster F2-212, Part 3: Low-Cost vSphere VM Backup Device",10/25/2023,,
https://virtualizationreview.com/articles/2023/10/20/terramaster-review.aspx,TerraMaster F2-212: A Low-Cost Home and Lab Personal Cloud Solution,10/20/2023,,
https://virtualizationreview.com/articles/2023/10/13/vmware-explore-europe.aspx,Why You Need to Attend VMware Explore Europe 2023,10/13/2023,,
https://virtualizationreview.com/articles/2023/10/05/nuc-replacement-4.aspx,Running ESXi on an ACEMAGIC AD15 Mini PC,10/5/2023,,
https://virtualizationreview.com/articles/2023/10/03/nuc-replacement-3.aspx,Running VMware Workstation on a Low-Cost Mini PC,10/3/2023,,
https://www.storagereview.com/news/dell-driving-innovation-to-the-edge,Dell Driving Innovation to the Edge,10/2/2023,,
https://virtualizationreview.com/articles/2023/09/07/workstation-info.aspx,How to Pass Host Hardware Information to a VMware Workstation VM,9/8/2023,,
https://virtualizationreview.com/articles/2023/08/31/workstation-autostart.aspx,How to Autostart VMware Workstation VMs,8/31/2023,,
https://virtualizationreview.com/articles/2023/08/03/workstation-nuc.aspx,Installing and Running VMware Workstation 17 Pro on a NUC 13 Pro Desk Edition,8/3/2023,,
https://virtualizationreview.com/articles/2023/08/01/performant-nuc.aspx,How Performant Is the NUC 13 Pro Desk Edition?,8/1/2023,,
https://www.storagereview.com/review/seven-things-to-love-about-arc-enabled-sql-managed-instances,Seven Things to Love About Arc-enabled SQL Managed ...,7/13/2023,,
https://virtualizationreview.com/articles/2023/07/07/hands-on-windows-iot.aspx,Hands-On with a Windows IoT Device,7/7/2023,,
https://virtualizationreview.com/articles/2023/07/03/winiot.aspx,What Is Windows IoT?,7/3/2023,,
https://virtualizationreview.com/articles/2023/06/15/bios-info.aspx,Programmatically Obtaining BIOS Information,6/15/2023,,
https://virtualizationreview.com/articles/2023/05/10/ubuntu-lunar-lobster.aspx,Ubuntu 23.04 'Lunar Lobster' Released,5/10/2023,,
https://virtualizationreview.com/articles/2023/04/28/frontline.aspx,Microsoft Announces Multi-User Capabilities for Windows Cloud PC,4/28/2023,,
https://virtualizationreview.com/articles/2023/03/30/thin-native-client-testing.aspx,Thin or Native VDI Client? Measuring OS Resource Intensity Levels Helps Decide,3/30/2023,,
https://virtualizationreview.com/articles/2023/03/24/vcsa-backup.aspx,Backing up the vCenter Server Appliance for Free,3/24/2023,,
https://virtualizationreview.com/articles/2023/02/13/quadra-inovato.aspx,A Cool Inovato Quadra,2/13/2023,,
https://virtualizationreview.com/articles/2023/02/08/cron-linux.aspx,Automating Routine Tasks in Linux,2/8/2023,,
https://virtualizationreview.com/articles/2023/01/18/docker-apps-1.aspx,"Running Apps in Docker, Part 1: Instantiation and Using PostgreSQL",1/18/2023,,
https://virtualizationreview.com/articles/2022/12/22/docker4.aspx,"Introduction to Docker, Part 4: Persistent Storage",12/22/2022,,
https://virtualizationreview.com/articles/2022/12/20/docker3.aspx,"Introduction to Docker, Part 3: Networking",12/20/2022,,
https://virtualizationreview.com/articles/2022/10/19/quadra-part-5.aspx,"Inovato Quadra Review, Part 5: Remote Access (or Not!)",10/19/2022,,
https://virtualizationreview.com/articles/2022/10/14/quadra-part-3.aspx,"Inovato Quadra Review, Part 3: A Deeper Dive & ...",10/14/2022,,
https://virtualizationreview.com/articles/2022/10/12/quadra-part-2.aspx,"Inovato Quadra Review, Part 2: Browsing, Office Apps and ...",10/12/2022,,
https://virtualizationreview.com/articles/2022/09/23/new-vsphere-8.aspx,Tom Details What's New in vSphere 8 (and 'Why People ...,9/23/2022,,
https://virtualizationreview.com/articles/2022/09/07/vmware-explore-inperson.aspx,VMware Explore In-Person: What It Was Like,9/7/2022,,
https://virtualizationreview.com/articles/2022/08/23/home-lab-nas.aspx,"Home Lab NAS with Terramaster F5-221, Part 1",8/23/2022,,
https://virtualizationreview.com/articles/2022/08/10/iscsi-for-esxi.aspx,Setting Up iSCSI for ESXi Using Windows 2022 Server,8/10/2022,,
https://virtualizationreview.com/articles/2022/07/18/phoronix-test-suite.aspx,Installing the Phoronix Test Suite on Windows,7/18/2022,,
https://virtualizationreview.com/articles/2022/07/12/one-little-trick.aspx,This One Little Trick Increased My System's Performance ...,7/12/2022,,
https://virtualizationreview.com/articles/2022/07/01/wslg-deeper-dive.aspx,Deeper Dive into Windows Subsystem for Linux GUI (WSLg),7/1/2022,,
https://virtualizationreview.com/articles/2022/06/09/android-on-windows.aspx,Running Android Apps on Windows 11,6/9/2022,,
https://virtualizationreview.com/articles/2022/05/24/revisiting-wsl.aspx,Revisiting Windows Subsystem for Linux: CLI Installation,5/24/2022,,
https://virtualizationreview.com/articles/2022/05/12/linux-printer-cli.aspx,Controlling Linux Printers from the Command Line,5/12/2022,,
https://virtualizationreview.com/articles/2022/03/01/pi-edge-monitoring.aspx,Using a Raspberry Pi as a $21 Edge Environment ...,3/1/2022,,
https://virtualizationreview.com/articles/2022/02/25/pi-time-lapse-camera.aspx,Using a Raspberry Pi as a $50 Edge Time-Lapse Camera,2/25/2022,,
https://virtualizationreview.com/articles/2022/02/24/webcam-review.aspx,Hands-On Review of SANNCE Webcam,2/24/2022,,
https://virtualizationreview.com/articles/2022/02/02/nic-wi-fi-info-linux.aspx,Gathering Information on Your Wi-Fi NIC and Connection ...,2/2/2022,,
https://www.storagereview.com/podcast/49-tom-fenton-truenas-hp-zcentral-remote-intel-nucs,"49: Tom Fenton - TrueNAS, HP ZCentral Remote, Intel NUCs",5/29/2020,,
https://virtualizationreview.com/articles/2018/12/30/5-eye-catching-technologies-at-kubecon-north-america-2018.aspx,5 Most Eye-Catching Technologies at KubeCon + CloudNativeCon North America 2018,12/30/2018,Tom Fenton looks at the most exciting technologies at KubeCon 2018 in Seattle,https://open.spotify.com/episode/3k4rsCBgZ6KDWnc1TRbuAg
